Depth_m,MudWeight_ppg,RotarySpeed_rpm,RateOfPenetration_mph,HoleDiameter_in,FormationType,FractureGradient_psi_per_ft,PumpPressure_psi,MudViscosity_cP,FluidLoss_mL_30min,LostCirculation
2064.847850358382,11.10507494694132,139.74774979321649,9.636472971967429,8.5,Dolomite,0.6729005742386357,3233.186068521796,43.63750516725628,11.151412362549866,Yes
2836.6475107128326,15.248750092654543,140.6120949839955,24.142042982759346,8.5,Dolomite,0.8386385763664402,3062.2906554651986,44.77232360146115,4.378206472764919,No
2511.8075652474054,8.663675475816172,86.75584838531938,24.118666004579783,17.5,Limestone,0.6148873883230577,1536.8097296533288,35.59108166448514,6.289951106401645,No
2019.3019906931468,13.478422646316918,80.69943785669165,8.131559298363552,12.25,Dolomite,0.8565265991718108,3370.1351727202905,49.82685161816784,3.22112621365994,No
3141.485131528328,15.725458256601629,97.01735748596082,19.629442992741975,17.5,Shale,0.7974487429579,1728.8377937070143,46.53723954367853,6.568354303128908,Yes
1488.2285122821463,12.701261375963814,81.64784266621339,34.86496794985207,12.25,Limestone,0.7303269778089614,2149.3773402564393,36.20018813367227,3.333424636440954,No
2022.5062698732636,15.526168465248189,120.51454589625334,34.965376769813105,12.25,Dolomite,0.7039298546912748,2878.725738378342,40.2099452531762,7.233484944191521,Yes
2282.266451527921,8.891934094645178,134.3458216093457,8.473318272188834,17.5,Sandstone,0.6057746891546681,2629.331462190104,47.906378620085164,9.346220404322331,No
2596.2449447596255,11.64094989305621,120.57829178200953,8.17523089617408,12.25,Dolomite,0.8475644837255529,1539.4359744286148,57.7461676630023,7.533427748141682,No
3748.1158648755477,10.451183432215384,134.19154025244146,14.194341695067735,12.25,Dolomite,0.6428165561905614,3559.962646129281,57.611290509644746,4.452195783873759,No
1698.8582375542592,13.981157237355474,95.72929459867268,35.616812189389776,8.5,Limestone,0.6928625975586264,3697.002395214816,38.63717713192449,5.537959854689051,Yes
2799.8205344476405,15.85972817872935,74.06852736379747,9.511590477572463,12.25,Shale,0.7707320941088411,3204.682358741917,52.06862933279655,8.385727377056323,Yes
3073.4509910171487,10.423975468331859,126.41558526578329,30.19988809196062,12.25,Dolomite,0.6737977800213762,2852.6696466420563,53.26557241571429,7.897554177893252,No
1162.576444519992,13.406309511055557,92.44270546273985,8.540796686458613,17.5,Limestone,0.7491421391256604,3901.8445972486784,54.26469299948384,3.367747881213335,No
3126.406981655034,9.98573224569805,120.41437427062192,26.80982488117389,17.5,Limestone,0.8428028486216107,1799.8905193704798,47.1228685425444,10.449494735661027,Yes
1596.8344329055203,12.739976909287074,84.3579547783589,17.46235546917007,12.25,Shale,0.7411613804370825,3344.7751341624726,30.315239942987635,6.751889122470154,No
1227.6805754484783,11.97949365016252,67.31066713260054,32.611988703805345,8.5,Limestone,0.8846932032358787,1820.9015322379946,52.85028856338745,3.62369224526393,No
4321.099380386666,15.790039972236528,149.33236159389872,13.179165708887727,8.5,Shale,0.8542501861129025,2454.6119973085392,33.1979234948805,3.2282654257472925,Yes
4379.712115760958,13.063954545223499,74.05813571375394,27.372064028648595,17.5,Sandstone,0.6999117706090182,2963.7112729274468,33.50614158661205,11.655517746451302,Yes
3829.390718407614,11.121297790651141,148.9578894567133,13.248888710155974,12.25,Dolomite,0.7199886373751814,3342.7192262608805,48.16874407938458,4.81535111173546,No
2066.148192106797,9.3557183866595,147.95519393098027,29.978109908925383,12.25,Limestone,0.7269980181067581,1509.29025067996,59.50561563075905,11.08593587916376,Yes
1341.8523990223434,9.634351215512009,131.4436293517236,35.578731209626206,8.5,Sandstone,0.7878538358773544,2151.4947159294406,37.276184197974,6.1058529876893886,No
3394.815592792549,10.189876974634263,119.34806658737978,9.4380629694366,8.5,Limestone,0.686038718756562,2845.500978524551,49.37432640153622,5.8592143045319025,No
2540.533728088604,10.382249960052235,112.00263452259762,35.33084910084263,8.5,Limestone,0.8907747416467526,2832.184197903767,39.109609372128034,9.00928969649432,No
1427.133821956726,14.879620433808533,137.94913908400514,25.77513390450043,17.5,Sandstone,0.7826052661810503,3094.0660873656598,56.961783408315895,2.0988328777546146,Yes
2733.1191853894456,12.709170912118937,86.04955694575392,9.44886718034584,12.25,Limestone,0.71982049762234,2259.633952170556,47.80550676341592,5.380895216303905,No
1120.3598239032644,12.425431835307748,102.09130912363894,19.96396493758992,17.5,Limestone,0.7935029446474702,2851.3231277223394,36.224319829694124,5.026457121918089,No
4182.6214072757375,9.360766539019131,115.74509724298517,10.630110271978428,12.25,Sandstone,0.7186215031589123,1974.466943586441,37.86393151336285,10.680980942840463,Yes
1905.7299356000592,14.951047700120762,97.00714282825419,29.512176110329932,17.5,Limestone,0.8453387042938256,1967.1805360086387,42.97442191254363,7.291235390207833,No
3318.827995238937,13.921107274063628,98.47378086812412,31.560384704628238,12.25,Shale,0.7703522881655164,2941.409908556517,33.661306860894385,5.645701572242519,No
2090.9887663129384,9.007512714250012,89.72562007518759,8.702878209547963,8.5,Limestone,0.61259115102182,3213.681462613353,32.36200104790445,4.6607931029971805,No
2820.238074122338,13.808763229223265,110.78086350160825,22.714894844312553,8.5,Dolomite,0.6530270602270383,1800.99991670322,50.40184187243868,7.905098088106291,Yes
2913.485977701479,12.576536630069846,136.55170752136044,33.5118769609071,8.5,Limestone,0.8594981919088605,1806.9747547605584,42.21495186267361,3.5167314054336467,No
1646.9905943393446,9.112940093100837,78.13755402056816,37.765706454284874,17.5,Dolomite,0.768869947907037,2913.2567286511257,51.78677375610831,4.462047685087816,No
4393.546197175955,11.937254811464923,144.09897348780973,22.97312533596195,8.5,Dolomite,0.8851030429541715,2175.239380709114,33.30174601312864,4.936121650647498,No
3712.964881763901,12.135222153475352,122.01788883734068,38.25977282639925,12.25,Limestone,0.6217266938582054,2480.997755602786,48.295966437032874,8.07908947606941,Yes
4288.2462954746625,9.743309051224568,134.09458914120273,23.749113965961044,17.5,Sandstone,0.6885781890257922,2501.871119118945,43.29920380109221,5.732549590164754,No
4131.89572649677,15.592736102502117,110.05716233670105,18.796667310996778,12.25,Shale,0.6580630119718718,1946.382148212291,31.739959633710857,7.057833001200494,Yes
3092.649925838798,14.874815286104965,130.1565031281657,34.68710949935134,17.5,Shale,0.7661520876686209,1503.286583576566,46.3440593482793,8.504382637665866,Yes
4226.559822580909,13.517667529968312,61.45803576055205,22.254394866033117,12.25,Limestone,0.7148378493239728,3632.879524922518,32.48412824143637,11.562716008076872,Yes
1309.7237571817182,11.967216707504555,133.65423823015817,21.516587869758308,12.25,Sandstone,0.6471820602229179,3287.504922244221,54.83159243373024,9.648373971027524,Yes
1685.940018467008,11.588241561883814,63.61249731768299,22.160937129343992,17.5,Sandstone,0.792825574187864,3226.3463952889138,48.95872396170087,6.052567805721077,No
1158.2955111868832,13.382301003632156,140.09220387265762,34.63747506544109,17.5,Shale,0.7608895097391559,2866.262845283299,46.70902601281345,9.482753743972568,No
2138.6561576714253,12.59073902055179,149.2766472514779,34.117953959081824,8.5,Sandstone,0.6824208753888903,3252.424136445301,34.00407013408977,11.496941809192126,Yes
2360.370513913187,8.967048294114143,86.46607159591,19.12319973540739,8.5,Limestone,0.7439314073347133,3839.2209438690643,38.62371340512249,6.993805456541248,No
1949.7216112086357,12.343769865777489,78.92867006572143,16.665495095468376,12.25,Limestone,0.8237214945123569,3164.184340573228,44.78627691405898,6.104969331228897,No
3900.581282031753,14.548027129246297,128.88270274722368,22.217480841369525,12.25,Sandstone,0.6615815023651975,2162.728504818625,48.99850540919064,2.7801869900073655,Yes
2248.6366434275624,11.944299081977185,82.77237068282278,25.047037840798815,12.25,Limestone,0.6878717240105188,2926.400129352245,35.49692156226467,10.923703706508622,Yes
1983.2707839058326,8.889674331657012,137.9006144854983,13.341802371979893,17.5,Dolomite,0.7038332961282345,2605.811008415525,30.2659883440087,4.464342807936556,No
2899.4362910538694,14.397086495380249,69.2558332941729,32.78842796504567,17.5,Shale,0.8240179311603095,2891.0478277803736,40.34280561807887,2.6395789681913957,No
1493.2347874116692,10.010228366019808,71.33596767414224,22.026896800634802,8.5,Limestone,0.8540767798652721,2794.0261935320627,44.48614363668731,7.37203486591083,No
3807.689432639139,10.439656261660291,148.1236399590554,16.691594194698588,12.25,Sandstone,0.7129165489324832,3646.9382130711624,35.53300516790409,10.458996459615252,Yes
1260.9272528791978,9.735297650742218,120.64550084430041,8.73873475373967,8.5,Shale,0.6889862585501755,3129.500258452668,44.76496517565617,6.066350556230525,No
4454.10427810181,10.976612986536232,136.21985019860574,13.359580614126243,17.5,Limestone,0.8668340275055032,1971.8961948352598,40.154575757078064,9.830674701590162,No
3702.856692538301,14.175636292664763,89.18964396163662,38.22484101145943,17.5,Shale,0.8998094796578037,1657.541947188427,43.65268998319223,10.363960072839959,Yes
1695.5048853696035,12.39539394627953,120.8835374568544,15.67848903868343,17.5,Sandstone,0.8011060918985398,2560.9094717033677,40.42373251735782,6.544035588198637,No
1019.3274099326084,10.036609556130344,113.48176445777375,10.910075127846236,8.5,Dolomite,0.8969941844967543,1539.026555644323,48.854035493604,7.9095506594047365,No
3854.1149995919195,15.083725586140307,114.28351081106523,21.12354770792476,17.5,Dolomite,0.797989883340573,2295.743464583339,31.28691032980715,7.339122985389401,Yes
3474.00070346666,15.096863912136468,121.42792135839494,15.748071017608703,12.25,Limestone,0.8200380816023475,2420.053673598064,35.12715869832821,11.391958616345015,Yes
3551.5250881434554,15.029338187845052,111.78232558161886,6.230573759491795,8.5,Dolomite,0.7165968004630541,2438.9721850248097,42.982526073329986,9.255056850917612,Yes
3699.44621340081,10.290971585361545,98.61561323723993,16.310082604779602,17.5,Limestone,0.729890264099716,3948.3750608097316,40.688901466555706,11.253428107701131,Yes
1259.1562810693163,11.884295081357411,84.83304249424921,24.0438018378814,8.5,Shale,0.6432406991968185,2259.7521924311704,41.748958678614514,4.200099780619719,Yes
2254.630049904954,15.887422421056563,129.1723197821882,24.309933020698843,8.5,Limestone,0.846825004429537,2163.068738446553,54.112820846414394,5.1023685183267045,Yes
1405.5417083379539,14.290093572324928,80.36451870028677,17.479562241191104,17.5,Limestone,0.87931770926616,1823.452327668853,56.589949747420974,2.7091347318006767,No
4020.8619905645774,8.703755659191698,122.31188755389728,20.655596468841022,17.5,Limestone,0.7870314401082337,2777.5220892065317,37.4600635049271,6.999079566958077,No
3181.5434438964526,8.989034434453691,80.9999540384394,38.793127138216825,8.5,Dolomite,0.7030941925336195,1884.1857655340516,55.09173180858917,10.739236793859108,Yes
2158.1430869842725,11.979485326092496,116.27971529590084,18.20719670306091,8.5,Limestone,0.6462048976123098,3040.7367818269613,43.763695958710734,5.268466971307157,Yes
1222.4542260010828,15.319151543961702,127.2370440416126,14.037938464099405,17.5,Sandstone,0.6795468689115944,1887.8994473458738,38.214618578586624,3.2828210694933153,Yes
2088.4381260048176,12.540263484645356,79.68425000158852,13.521346542336603,12.25,Limestone,0.676623126255553,2941.683294398003,59.56368213014035,2.68446254929053,Yes
2138.1416270936147,12.233593810257176,65.39489707751774,21.021761444644696,8.5,Shale,0.7840583652490719,3565.6730979365657,54.74405374302502,6.475002725236545,No
3553.6216241832244,9.29105274967473,71.78763686947566,31.58320520509304,8.5,Sandstone,0.8835112396090814,1606.3115837977316,59.827599572596085,3.640217446287633,No
3231.451149743246,13.425850785432205,114.5397270543923,12.209586446596562,12.25,Shale,0.6144815660873945,2549.3674372955147,35.04572353284764,5.461040288851035,Yes
4105.244599017143,14.665773704501692,136.4501765603162,29.825364449926884,17.5,Shale,0.6003066898783344,2652.622418047089,34.31528021843576,10.199798080824369,Yes
2652.7522380668224,11.353150056306717,64.04971391118819,5.74024381722957,17.5,Shale,0.7800545832942977,3477.680358695281,45.10133858832718,5.840473827575243,No
1418.5798607840559,14.317088881939956,126.07361331374817,19.66265422943811,12.25,Sandstone,0.6852181386239146,2669.7890798638605,49.15931280103662,8.098709182563557,Yes
3496.3567552804825,15.733574904256088,90.71867813550469,32.15527728209754,17.5,Sandstone,0.8641645027016871,2918.8394661408,35.13180277600055,7.021600558228148,No
3662.747670159141,10.028248443457668,103.06755329275703,16.8556534521051,17.5,Dolomite,0.6981750923717451,3478.010633970178,55.81292004265628,9.185332929700364,No
2964.4701914932366,12.42497223396056,143.5973594861009,24.730798550588982,8.5,Sandstone,0.6869212801586668,2899.3962323232267,45.9604043599009,3.561649589875688,No
3698.3851298409636,10.653534685634316,89.8774354262261,12.174273148906877,8.5,Limestone,0.6808531863654892,2395.748533798956,42.32825499661942,11.204410364836187,Yes
2728.284587275368,14.446408142753796,101.88032405455374,30.96983868941603,8.5,Shale,0.6434558481804732,1714.6056940514557,48.061610187811354,8.436327975500353,Yes
2829.564902836979,12.831950244108683,61.2314173284613,6.829768614406587,12.25,Dolomite,0.7744591422831332,3324.789073781444,49.04861138916868,4.7095373158010725,No
2496.3935642549236,13.259368131627278,67.34388480043545,34.83899257064252,17.5,Sandstone,0.650464080700263,3677.8453754053876,31.283498429513823,3.23253708138059,Yes
1088.9669436043332,14.484356197119205,83.27324320213056,11.936873524758386,17.5,Shale,0.7273893479370872,3925.16134255041,59.99678000115148,3.497255641461903,Yes
1377.6199944765656,11.469778544968412,62.5067016738967,35.603931109791574,8.5,Sandstone,0.7382916156766947,3816.499701928921,40.917587304134265,9.826629268961081,No
1110.00214990357,15.363175513052823,116.8237793443426,17.338523445518106,8.5,Dolomite,0.6061476140633923,3493.5447720831216,31.846279407296887,7.88110053312958,Yes
3227.4364394232316,12.49771650434605,98.37585211214602,30.29392510660703,12.25,Sandstone,0.6050421839463427,3108.6798306143205,55.56969524326546,5.807582907181834,Yes
2100.2459337671435,9.68466117126511,109.33306824552199,16.172885422516597,17.5,Sandstone,0.7560638066270488,3453.650364576596,59.79056037636937,5.3290084618688,No
2779.9974190764597,13.719243386266019,75.71824673066966,36.706908493212666,12.25,Shale,0.8088104196687397,2580.20928213017,54.4907552764827,10.557580044005302,Yes
4176.482658741325,14.449460128286908,86.63388264929546,9.432299393143103,17.5,Limestone,0.8826427446841214,2986.9405369770875,55.55647469579537,10.74762523781461,Yes
1872.5228020210623,10.87571257800645,119.74420273674525,11.248192624540955,12.25,Sandstone,0.6537357852470865,2371.749522847963,48.778053426583526,7.812620384192929,No
2436.340230624704,14.928844427490647,146.877245126736,22.25605438055808,8.5,Dolomite,0.6309776428308248,2316.773037450957,57.669767346627985,7.245440656650363,Yes
3644.4289849006705,15.296074410743248,64.53750962419883,7.867845366335114,12.25,Sandstone,0.6156263720781453,3391.7294331900844,31.072156551824026,10.164480420765715,Yes
1800.7935792206786,10.576783655333568,140.13458887697396,11.859306464561667,12.25,Sandstone,0.7308124748738851,2634.8319557589043,53.00171588862603,9.493351797943753,No
1269.4296844007754,15.876411045364165,111.91930811800876,38.0318233774205,8.5,Limestone,0.7869442102007871,2030.403157327573,50.121306850022265,6.003251833277885,Yes
2014.1300851981882,9.555336460365687,110.75276100800613,39.17713814017605,17.5,Shale,0.8521660070253793,2004.8454048546646,31.487549115720068,2.8273868475085697,No
1564.2745053890153,10.015117513018675,105.02506816869843,18.169076526564766,17.5,Dolomite,0.8047934646879394,3647.930903924834,46.31920736929438,9.685001073627777,No
4253.941783199006,9.881686294285196,66.24546773137651,37.315010735487746,8.5,Shale,0.6625082367224572,3194.401235906678,45.451810372736084,3.6870102894024375,No
3828.421328475459,15.204922825059029,68.08891665625445,24.06886364857011,12.25,Shale,0.7385311099188837,2865.1151833952895,50.746026752309305,2.163769064784783,Yes
3216.913147786482,13.407194142437213,114.08208050931775,14.440986305581847,12.25,Shale,0.8731039038925966,2502.346839990899,32.32594234827518,10.433026752039908,Yes
4050.112065657012,9.640782124167046,90.68627142920025,29.583955237820952,12.25,Sandstone,0.6980223187432113,2577.0434769678145,54.15836355985236,7.782538453367186,No
3812.8522691469007,11.802425637762617,142.55412599199127,28.06156323012,17.5,Limestone,0.7496191095275795,1643.5879854873594,34.182103260345144,10.916660355357584,Yes
1652.9952061011254,13.114735188023516,96.59314836235251,39.61938616880567,12.25,Sandstone,0.8875696003931091,2637.275362169607,42.55993840385618,6.845880831976181,No
4123.956494714923,9.125980637420374,72.8953312832377,14.276655059324915,17.5,Dolomite,0.8204124016721093,3488.6372765552046,56.438640225049085,11.26481100711403,Yes
2887.6978467047775,15.118122763055041,124.32469501518324,28.52208259316074,12.25,Limestone,0.8243221156925076,2469.9662002383056,46.81594816486489,5.539717479788638,Yes
3826.040543074219,14.527026515811514,86.40180792969089,6.820831426030641,8.5,Shale,0.6757002013239682,2458.9531313581447,41.38772741264203,9.24522002334293,Yes
4136.319549732227,12.289050801824786,107.29232766203039,8.977611354385179,8.5,Limestone,0.7244094354915385,1539.2914575482196,31.446067261375102,5.009865092617835,No
2113.0121624015237,15.753449614443777,122.8049506954653,5.137143123288264,17.5,Dolomite,0.6247026489290165,2644.5881563951716,50.16820551605165,2.0116366432797843,Yes
1385.1817358468686,11.633207344563248,141.02377000818632,39.98112383708856,17.5,Sandstone,0.7819577601151602,1563.3441323699171,59.596402959203516,5.797445345489567,No
1797.7730688967958,15.880827392773734,131.29720753215085,33.07957940016172,8.5,Sandstone,0.6311190493627482,2925.8735700219027,57.35389196275149,9.377655131092387,Yes
2494.877260191897,13.509399991027202,120.87249610854516,32.535305515673926,8.5,Shale,0.8507728746617864,2766.9584539557854,51.51888232720284,3.500241794465139,No
3863.051680728726,13.260034549404562,121.16698641556292,22.840412635086288,12.25,Sandstone,0.8443661361059991,3600.0212473099973,33.15878574767835,7.04802033207393,No
4012.557041397202,9.744661714718386,145.13321796288778,15.502347901690397,8.5,Sandstone,0.7600815303366928,2954.451527314303,37.18320280201183,4.12321484850715,No
1024.3324568591675,15.11445818728483,86.62416877468824,10.294249956193656,17.5,Dolomite,0.6423498099591088,2308.568388305538,35.60547058359861,2.746241214191029,Yes
2787.6155590214803,11.706172659404613,60.10008847765687,14.963615859626229,8.5,Limestone,0.6076736949585504,2790.5775235422852,40.66384920766936,8.174519819443162,Yes
2460.9385110207268,9.716750543368596,84.47591034583789,18.15899276751987,17.5,Sandstone,0.8390126002627718,3249.265889374797,37.06551683374607,11.51967622303403,Yes
1777.377336647556,8.594556399818194,79.61022416640697,31.470853394310293,17.5,Dolomite,0.780042144964028,1734.909488525957,37.333183379150796,5.107042187179171,No
1419.5287856678897,12.69816762728787,119.56511266025984,23.888162611610333,12.25,Dolomite,0.813278891024365,3052.6852211760843,48.50189806126217,7.806458003599504,No
2181.653099912698,12.455497165920072,117.03404397889761,7.711926929441894,12.25,Shale,0.6911421377209103,3791.565704944948,39.56107967884151,11.536033677507945,Yes
4300.183963693817,13.895152167768689,113.41152444342515,5.631015313561928,12.25,Dolomite,0.7528448213531743,2247.825739078111,50.314886294174194,8.504833499946875,Yes
2131.210262072643,15.176935397633516,61.46190988885083,8.58162628369221,12.25,Shale,0.8241522511618952,3066.5627371910305,58.436689774385414,8.731133023099542,Yes
2815.7671761017814,9.095549384822721,125.59002490055828,19.36745497940828,8.5,Sandstone,0.7387689924941399,3553.3236258756087,49.15433749839717,3.789285115608359,No
3460.5663561331226,13.986223677552719,89.11773712369424,37.66175209671564,12.25,Shale,0.7804152668306192,2779.5159935965603,52.54970031631113,6.926096788528267,No
2272.703608327529,9.905589580731867,119.8550390105968,27.309086842322756,8.5,Dolomite,0.8369184785423887,3294.948835050962,52.54741245848514,5.670827470872466,No
4401.237289523362,14.93632789867873,110.09205856519381,33.063906495643025,12.25,Limestone,0.6645661935799136,2277.5258462231504,39.92108365197933,6.7095685239103,Yes
4368.565532297389,14.642976353962421,90.84578328851165,21.323110807659198,12.25,Limestone,0.6197786668072447,2265.146132312862,30.448739837803064,10.008265764418772,Yes
1881.2380353887745,12.555953162391582,72.11186403936969,17.6583129118265,17.5,Sandstone,0.7595470532432416,3168.9600544964014,31.651438889826434,6.6069898774609825,No
2740.369770623349,13.826820989674836,68.49770078944329,8.794013045081796,8.5,Sandstone,0.6186377312160287,3263.5221849337095,38.46180752653675,2.628506782578351,Yes
2053.0740843586937,10.857625848878113,134.8366499801001,35.657655776517174,17.5,Limestone,0.8299671883100259,3842.5242487803594,50.68629550972794,11.05541661150863,Yes
1996.9417303211367,12.03375924199611,142.65577878734024,32.410601015976596,12.25,Shale,0.8157634342901365,2062.0964367949364,57.20049415944878,7.448158874519706,No
1129.1043157408649,14.662276732828538,118.48092420878696,10.88413341592038,8.5,Sandstone,0.8645138014395891,2670.5439902199228,58.763947865722386,11.24494358530292,Yes
3133.475168929639,11.944488978799104,69.3090703374435,22.92911973566912,12.25,Dolomite,0.7918686294101882,2126.2836829097287,30.775459915202205,7.723545120276245,No
2759.376581301015,11.183486989940814,96.18244951994166,22.058118277243572,17.5,Sandstone,0.6201592712257121,1700.2304022006135,59.702617368983134,2.696363159750606,No
1180.1756293749627,12.20659335437725,125.60452800946415,26.8782043440285,8.5,Shale,0.6759456376468852,2508.076319868719,39.674916550700814,7.528693935257713,No
1975.26262482814,14.711869393279137,130.18387956090612,38.11654128969414,17.5,Sandstone,0.8423795533688158,2435.201868220508,55.288686847053455,7.757389324926806,No
4178.930600883288,11.014060355281545,70.63967600619797,25.292000461686786,12.25,Dolomite,0.6501397251940763,2176.08529995547,35.40886382090341,4.143398793429756,No
1838.4666173344035,9.80321194851808,60.00276469608442,23.90760433725165,12.25,Dolomite,0.8095441403444662,2242.487227848541,31.886947728205776,6.710290841043767,No
1507.1320523192808,13.840105152480856,124.09233412925445,6.761302652713238,12.25,Dolomite,0.8340777992761435,2401.0295158781955,41.350662721880624,6.594415118736514,No
2713.084660971471,14.694836595310614,92.09365583875851,7.2017616606308374,8.5,Shale,0.6990335393565723,3972.094081950234,55.76776165592079,8.228761490206036,Yes
4449.776589387102,9.2547810889265,82.90331984564342,11.55713769643761,17.5,Shale,0.6966892420208726,3457.3944149182003,36.624747476334484,4.596140986739204,No
1847.1934502902513,10.299055845669585,61.16077228105729,6.136477009211189,17.5,Dolomite,0.7673408043627441,1678.5030027172675,34.618719772555266,7.817484179481937,No
3352.4744159205748,9.564789923207455,108.62694660853498,31.017351344950434,12.25,Dolomite,0.8583858998264291,3681.0329412167544,57.29412986850571,4.409520426369428,No
3665.6686536505117,11.10956058686625,136.60356618833836,30.31656063978871,17.5,Shale,0.6671718605740442,3083.2583159966784,58.15011607864377,6.464452722039066,No
1831.7314039733988,11.877632341790594,146.1868481645329,9.761968205107504,8.5,Shale,0.8823774588127209,3726.484400304773,30.376445975667266,3.22705699337307,No
3548.7572201415087,14.116197527224799,110.91704555519604,34.26276152783483,12.25,Shale,0.7797356054460325,2354.2742178255703,51.82307212246445,2.3730054786147816,No
2287.2409645173866,13.383606886612556,106.30151949659047,10.41751121961392,12.25,Limestone,0.8976379414056829,2661.297162029297,39.2762320958798,5.205873059917339,No
3213.070407077528,13.156964256088234,67.6550746940317,15.541145544907558,12.25,Shale,0.6268841171985968,3740.5676432702708,41.24113109901569,4.745717506497415,Yes
3217.3539876631316,11.142812099572408,109.39855213883398,13.714191470647775,8.5,Dolomite,0.6379686409520277,2181.4328397842037,44.0730892485447,6.069359120313467,No
2875.2113942616547,14.8108566481357,94.19811710688552,18.03074845005667,12.25,Limestone,0.8479925411140449,3788.7521906135385,42.80372910523558,11.619826200003397,Yes
1316.014195190429,12.034653755486234,114.64217527952192,13.913231806148666,12.25,Shale,0.8594267686811548,3571.249280360673,45.44921354946315,7.222292947703284,No
3923.558734562333,15.843287035113658,94.9853713088892,22.113282425345822,12.25,Dolomite,0.7336376065112802,3951.3948522732335,47.470851472200486,7.531767061367566,Yes
2122.7302274010754,13.256066037218027,81.626921110533,19.25927584741399,12.25,Sandstone,0.8142213528427005,2310.643967540908,43.96786514513773,11.416010387873742,Yes
1652.8147863994898,9.44698556173377,68.54687477055388,39.52993217727643,17.5,Limestone,0.8602671862336615,2089.3829500119587,51.04690621468552,11.21147137591833,Yes
1142.7129954416737,13.571331715565755,88.34266001300061,6.9574222544878985,12.25,Dolomite,0.6129383364656485,2327.1672426143205,51.55804988526426,10.841119539004179,Yes
3068.1253011588465,10.938280115737742,68.6980350858977,9.976348173557307,8.5,Sandstone,0.7721851268979776,3886.624489971838,43.21077592278586,2.9799474202971306,No
3371.4752664479884,13.64745397514573,75.92072557415855,6.848906286801087,12.25,Dolomite,0.8560441999579469,2332.683240132354,34.273894442613255,8.342974105203304,No
1058.0574012474965,9.022308611218044,148.86025427215912,26.904441824383152,12.25,Shale,0.7194464833754325,2913.0295498930955,49.21916763960368,10.080989804935118,Yes
2792.3257040474837,9.811610778819695,99.96932012159567,6.9078247094801855,17.5,Shale,0.6907150818337281,2509.1982064662852,53.18870137052127,10.355746895770949,Yes
1792.7352131927828,14.918029441793397,107.8684589854515,34.27539080816432,12.25,Sandstone,0.8387120055284513,2490.550361204452,49.14328563611849,7.779071425018961,No
3258.1047664330745,10.203846677676362,138.62566758634938,22.917852073867472,17.5,Shale,0.7007359750508508,1983.4465246976379,47.641642975404466,2.174955474861691,No
